"datetime","main.aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2023-11-06 18:07:27+08:00",1.0,230.31,0.0,3.13,22.53,0.72,1.5,2.36,1.31,125.7675,8.7561,"2023-11-06 18:07:27.879585+08:00","Bayugan"
"2023-11-06 18:07:30+08:00",1.0,413.9,0.0,16.79,33.98,3.67,3.68,4.84,3.67,125.0336,11.0725,"2023-11-06 18:07:30.351289+08:00","Bislig"
"2023-11-06 18:07:32+08:00",1.0,467.3,0.0,19.54,41.84,18.12,6.27,10.67,4.62,121.0807,14.3427,"2023-11-06 18:07:32.803118+08:00","Biñan"
"2023-11-06 18:07:35+08:00",1.0,196.93,0.0,1.76,33.26,0.53,0.83,1.19,0.45,124.0055,11.0517,"2023-11-06 18:07:35.398893+08:00","Bogo"
"2023-11-06 18:07:37+08:00",1.0,183.58,0.0,1.44,33.26,0.39,0.73,1.25,0.09,125.4319,11.6081,"2023-11-06 18:07:37.331057+08:00","Borongan"
"2023-11-06 18:07:38+08:00",1.0,220.3,0.0,2.12,40.41,0.62,1.16,1.75,0.86,125.5436,8.9492,"2023-11-06 18:07:39.014363+08:00","Butuan"
"2023-11-06 18:07:40+08:00",1.0,216.96,0.0,1.71,37.19,0.75,1.06,1.54,1.11,125.5344,9.1236,"2023-11-06 18:07:40.756230+08:00","Cabadbaran"
"2023-11-06 18:07:43+08:00",1.0,347.14,0.0,8.65,43.99,1.7,3.31,4.7,3.17,120.9667,15.4833,"2023-11-06 18:07:43.650623+08:00","Cabanatuan City"
"2023-11-06 18:07:45+08:00",1.0,467.3,0.0,19.54,41.84,18.12,6.27,10.67,4.62,121.1262,14.2726,"2023-11-06 18:07:45.660584+08:00","Cabuyao"
"2023-11-06 18:07:47+08:00",1.0,183.58,0.0,0.3,39.34,0.6,1.2,1.64,0.09,123.2856,10.9506,"2023-11-06 18:07:48.043069+08:00","Cadiz"
"2023-11-06 18:07:49+08:00",1.0,201.94,0.0,1.35,48.64,0.9,0.98,1.73,0.63,124.6472,8.4822,"2023-11-06 18:07:49.513871+08:00","Cagayan de Oro"
"2023-11-06 18:07:51+08:00",1.0,267.03,0.0,6.6,40.41,4.89,3.06,4.9,1.63,120.8133,13.9324,"2023-11-06 18:07:52.113616+08:00","Calaca"
"2023-11-06 18:07:54+08:00",1.0,467.3,0.0,19.54,41.84,18.12,6.27,10.67,4.62,121.1653,14.2117,"2023-11-06 18:07:54.745116+08:00","Calamba"
"2023-11-06 18:07:57+08:00",1.0,188.59,0.0,3.09,40.05,2.3,1.12,1.65,0.13,121.1803,13.4117,"2023-11-06 18:07:57.497749+08:00","Calapan"
"2023-11-06 18:07:59+08:00",1.0,185.25,0.0,0.68,26.82,4.47,1.38,1.81,0.46,124.6,12.0667,"2023-11-06 18:07:59.424117+08:00","Calbayog City"
"2023-11-06 18:08:01+08:00",1.0,440.6,0.0,14.4,47.21,7.99,4.83,11.87,4.37,120.9667,14.65,"2023-11-06 18:08:01.477732+08:00","Caloocan City"
"2023-11-06 18:08:02+08:00",2.0,310.42,0.0,0.91,61.51,0.51,9.88,10.27,1.85,120.4517,17.1947,"2023-11-06 18:08:02.959355+08:00","Candon"
"2023-11-06 18:08:04+08:00",2.0,453.95,0.02,15.77,30.76,3.64,11.87,13.98,11.91,123.1964,10.3864,"2023-11-06 18:08:04.469869+08:00","Canlaon"
"2023-11-06 18:08:06+08:00",1.0,257.02,0.0,5.06,45.78,4.29,5.68,9.65,5.51,123.6402,10.1061,"2023-11-06 18:08:07.088628+08:00","Carcar"
"2023-11-06 18:08:08+08:00",1.0,467.3,0.0,19.54,41.84,18.12,6.27,10.67,4.62,121.0576,14.3132,"2023-11-06 18:08:08.487273+08:00","Carmona"
"2023-11-06 18:08:09+08:00",1.0,196.93,0.0,0.94,28.61,0.56,0.94,1.34,0.93,124.8861,11.7753,"2023-11-06 18:08:09.852625+08:00","Catbalogan"
"2023-11-06 18:08:11+08:00",2.0,387.19,0.0,5.66,38.62,0.87,13.73,15.27,5.32,121.7725,16.9347,"2023-11-06 18:08:11.225763+08:00","Cauayan"
"2023-11-06 18:08:13+08:00",3.0,687.6,0.0,16.11,125.89,16.69,35.23,54.78,5.76,120.9169,14.4825,"2023-11-06 18:08:13.914375+08:00","Cavite City"
"2023-11-06 18:08:15+08:00",1.0,320.44,0.0,7.28,47.21,5.19,8.59,11.06,4.12,123.8907,10.3167,"2023-11-06 18:08:15.837753+08:00","Cebu City"
"2023-11-06 18:08:17+08:00",1.0,460.63,0.01,15.25,36.12,10.73,5.34,13.86,4.62,121.1,14.6333,"2023-11-06 18:08:17.643403+08:00","City of Marikina"
"2023-11-06 18:08:19+08:00",1.0,181.91,0.0,0.87,35.41,1.46,1.3,1.52,0.46,123.5833,12.3333,"2023-11-06 18:08:20.004470+08:00","City of Masbate"
"2023-11-06 18:08:22+08:00",1.0,243.66,0.01,3.17,31.11,1.88,4.85,5.62,1.95,122.65,11.15,"2023-11-06 18:08:22.302071+08:00","City of Passi"
"2023-11-06 18:08:24+08:00",1.0,190.26,0.0,1.22,33.62,3.4,1.03,1.6,0.73,123.9833,12.9833,"2023-11-06 18:08:24.608554+08:00","City of Sorsogon"
"2023-11-06 18:08:25+08:00",1.0,317.1,0.0,2.01,44.7,0.5,6.18,7.4,3.14,124.2464,7.2236,"2023-11-06 18:08:26.151464+08:00","Cotabato"
"2023-11-06 18:08:27+08:00",1.0,220.3,0.0,1.0,56.51,0.25,2.61,5.28,1.22,121.5047,17.7061,"2023-11-06 18:08:27.552776+08:00","Dagupan"
"2023-11-06 18:08:29+08:00",2.0,213.62,0.0,2.79,77.96,5.42,10.59,11.88,0.47,124.0272,10.5208,"2023-11-06 18:08:29.652553+08:00","Danao"
"2023-11-06 18:08:32+08:00",1.0,320.44,0.0,7.28,47.21,5.19,8.59,11.06,4.12,123.9469,10.2706,"2023-11-06 18:08:32.362834+08:00","Dapitan"
"2023-11-06 18:08:33+08:00",2.0,607.49,0.0,18.34,79.39,16.93,17.64,23.99,5.07,120.9367,14.3294,"2023-11-06 18:08:33.828864+08:00","Dasmariñas"
"2023-11-06 18:08:35+08:00",2.0,834.47,0.0,31.87,31.83,7.21,10.25,12.49,4.69,125.6128,7.0731,"2023-11-06 18:08:35.761719+08:00","Davao"
"2023-11-06 18:08:37+08:00",1.0,260.35,0.0,4.2,33.62,1.3,1.85,2.33,1.49,125.3572,6.7497,"2023-11-06 18:08:37.481417+08:00","Digos"
"2023-11-06 18:08:39+08:00",1.0,185.25,0.0,0.65,44.7,0.38,0.95,1.69,0.15,123.3414,8.5894,"2023-11-06 18:08:39.485085+08:00","Dipolog"
"2023-11-06 18:08:41+08:00",1.0,230.31,0.0,3.51,47.92,1.19,3.12,3.94,2.44,123.3081,9.3103,"2023-11-06 18:08:41.447149+08:00","Dumaguete"
"2023-11-06 18:08:43+08:00",1.0,188.59,0.0,0.47,51.5,0.29,1.02,1.77,0.33,124.5225,8.5631,"2023-11-06 18:08:43.568871+08:00","El Salvador"
"2023-11-06 18:08:44+08:00",1.0,183.58,0.0,0.34,40.05,0.4,1.06,1.49,0.04,123.4992,10.8403,"2023-11-06 18:08:45.048919+08:00","Escalante"
"2023-11-06 18:08:47+08:00",2.0,741.01,0.01,25.71,25.39,5.54,13.81,20.55,15.71,120.9464,15.3072,"2023-11-06 18:08:47.572002+08:00","Gapan"
"2023-11-06 18:08:48+08:00",1.0,307.08,0.0,4.11,26.82,0.94,2.72,3.47,2.44,125.1717,6.1128,"2023-11-06 18:08:49.018099+08:00","General Santos"
"2023-11-06 18:08:50+08:00",2.0,607.49,0.0,18.34,79.39,16.93,17.64,23.99,5.07,120.8817,14.3869,"2023-11-06 18:08:50.399055+08:00","General Trias"
"2023-11-06 18:08:51+08:00",1.0,188.59,0.0,0.51,48.64,0.19,0.8,1.22,0.19,125.1167,8.8333,"2023-11-06 18:08:52.240430+08:00","Gingoog City"
"2023-11-06 18:08:53+08:00",1.0,320.44,0.0,4.97,59.37,2.33,7.42,9.62,6.46,122.8706,10.0989,"2023-11-06 18:08:53.756808+08:00","Himamaylan"
"2023-11-06 18:08:56+08:00",2.0,480.65,0.0,6.0,48.64,1.0,17.95,19.79,7.47,121.8892,17.1485,"2023-11-06 18:08:56.467117+08:00","Ilagan"
"2023-11-06 18:08:58+08:00",1.0,210.29,0.0,2.44,49.35,2.38,1.56,2.38,0.38,124.4,8.25,"2023-11-06 18:08:58.898027+08:00","Iligan City"
"2023-11-06 18:09:01+08:00",1.0,263.69,0.01,3.56,36.84,1.68,5.02,5.78,2.22,122.55,10.75,"2023-11-06 18:09:01.526212+08:00","Iloilo City"
"2023-11-06 18:09:03+08:00",3.0,687.6,0.0,16.11,125.89,16.69,35.23,54.78,5.76,120.9367,14.4297,"2023-11-06 18:09:03.441742+08:00","Imus"
"2023-11-06 18:09:05+08:00",1.0,226.97,0.0,2.59,28.97,9.78,4.64,5.54,1.88,123.4167,13.4167,"2023-11-06 18:09:05.672584+08:00","Iriga City"
"2023-11-06 18:09:07+08:00",1.0,270.37,0.0,5.01,40.41,2.06,3.5,4.79,3.07,122.9888,10.2048,"2023-11-06 18:09:07.497625+08:00","Isabela"
"2023-11-06 18:09:09+08:00",2.0,353.81,0.0,6.86,52.21,1.94,11.88,13.52,6.27,122.8122,9.9889,"2023-11-06 18:09:09.332713+08:00","Kabankalan"
"2023-11-06 18:09:11+08:00",3.0,761.03,0.0,11.31,137.33,5.07,39.58,43.05,27.11,125.0894,7.0083,"2023-11-06 18:09:11.680854+08:00","Kidapawan"
"2023-11-06 18:09:13+08:00",2.0,540.73,0.0,8.65,43.27,2.15,14.94,17.57,12.03,124.8469,6.5031,"2023-11-06 18:09:13.736573+08:00","Koronadal"
"2023-11-06 18:09:15+08:00",1.0,213.62,0.0,1.97,37.19,1.45,1.62,2.64,0.75,122.9208,10.4233,"2023-11-06 18:09:16.316160+08:00","La Carlota"
"2023-11-06 18:09:17+08:00",1.0,277.04,0.0,6.17,29.68,1.67,4.03,4.6,2.47,125.7022,6.0872,"2023-11-06 18:09:18.018482+08:00","Lamitan"
"2023-11-06 18:09:19+08:00",1.0,267.03,0.0,1.61,55.79,0.57,2.4,2.86,1.43,120.5936,18.1989,"2023-11-06 18:09:19.989185+08:00","Laoag"
"2023-11-06 18:09:22+08:00",1.0,320.44,0.0,7.28,47.21,5.19,8.59,11.06,4.12,123.9494,10.3103,"2023-11-06 18:09:22.543859+08:00","Lapu-Lapu City"
"2023-11-06 18:09:24+08:00",3.0,687.6,0.0,16.11,125.89,16.69,35.23,54.78,5.76,120.9828,14.4506,"2023-11-06 18:09:24.726696+08:00","Las Piñas"
"2023-11-06 18:09:26+08:00",1.0,253.68,0.0,3.09,32.9,7.57,6.35,7.15,1.27,123.7333,13.1333,"2023-11-06 18:09:26.827778+08:00","Legazpi City"
"2023-11-06 18:09:28+08:00",1.0,208.62,0.0,1.76,37.19,9.18,3.09,3.76,1.24,123.5325,13.2403,"2023-11-06 18:09:28.558200+08:00","Ligao"
"2023-11-06 18:09:29+08:00",1.0,270.37,0.0,6.08,42.56,2.77,2.65,5.25,2.09,121.1667,13.95,"2023-11-06 18:09:30.081294+08:00","Lipa City"
"2023-11-06 18:09:31+08:00",1.0,263.69,0.01,2.96,32.54,1.42,5.66,6.36,2.01,122.5967,10.8794,"2023-11-06 18:09:32.012485+08:00","Lucena"
"2023-11-06 18:09:34+08:00",1.0,263.69,0.01,2.96,32.54,1.42,5.66,6.36,2.01,122.4347,10.8925,"2023-11-06 18:09:34.568510+08:00","Maasin"
"2023-11-06 18:09:36+08:00",2.0,383.85,0.0,5.66,53.64,1.24,13.28,15.03,3.61,120.5736,15.2216,"2023-11-06 18:09:36.856918+08:00","Mabalacat City"
"2023-11-06 18:09:38+08:00",3.0,2029.42,12.07,78.14,2.39,41.01,43.41,58.0,16.47,121.0327,14.5503,"2023-11-06 18:09:38.783457+08:00","Makati City"
"2023-11-06 18:09:40+08:00",2.0,297.07,0.0,8.57,62.94,9.42,16.23,17.33,1.22,119.9379,15.6361,"2023-11-06 18:09:40.263394+08:00","Malabon"
"2023-11-06 18:09:42+08:00",1.0,310.42,0.0,6.86,49.35,2.12,6.2,8.39,10.51,125.0833,8.15,"2023-11-06 18:09:42.299820+08:00","Malaybalay"
"2023-11-06 18:09:43+08:00",1.0,267.03,0.0,4.71,52.93,2.06,1.77,4.03,2.41,120.8117,14.8419,"2023-11-06 18:09:43.646131+08:00","Malolos"
"2023-11-06 18:09:45+08:00",3.0,2029.42,12.07,78.14,2.39,41.01,43.41,58.0,16.47,121.0409,14.5832,"2023-11-06 18:09:45.544219+08:00","Mandaluyong City"
"2023-11-06 18:09:47+08:00",1.0,320.44,0.0,7.28,47.21,5.19,8.59,11.06,4.12,123.9333,10.3333,"2023-11-06 18:09:47.677106+08:00","Mandaue City"
"2023-11-06 18:09:49+08:00",1.0,440.6,0.0,14.4,47.21,7.99,4.83,11.87,4.37,120.9822,14.6042,"2023-11-06 18:09:49.608173+08:00","Manila"
"2023-11-06 18:09:51+08:00",2.0,634.19,0.0,17.14,60.08,5.01,22.71,25.37,29.39,124.2928,7.9986,"2023-11-06 18:09:51.402926+08:00","Marawi"
"2023-11-06 18:09:53+08:00",1.0,183.58,0.0,1.14,43.63,0.63,0.8,1.38,0.05,125.4708,9.7339,"2023-11-06 18:09:53.570841+08:00","Mati"
"2023-11-06 18:09:55+08:00",1.0,440.6,0.0,14.4,47.21,7.99,4.83,11.87,4.37,120.9608,14.7369,"2023-11-06 18:09:55.241417+08:00","Meycauayan"
"2023-11-06 18:09:56+08:00",1.0,330.45,0.0,6.77,40.77,1.33,3.13,4.59,3.2,120.9031,15.7161,"2023-11-06 18:09:56.644155+08:00","Muñoz"
"2023-11-06 18:09:59+08:00",1.0,180.24,0.0,0.76,33.26,4.41,1.15,1.96,0.36,123.1814,13.6192,"2023-11-06 18:09:59.316351+08:00","Naga"
"2023-11-06 18:10:00+08:00",1.0,440.6,0.0,14.4,47.21,7.99,4.83,11.87,4.37,120.95,14.6667,"2023-11-06 18:10:00.768945+08:00","Navotas"
"2023-11-06 18:10:02+08:00",1.0,273.71,0.0,3.09,58.65,2.15,3.7,4.47,1.17,120.2828,14.8292,"2023-11-06 18:10:03.176801+08:00","Olongapo"
"2023-11-06 18:10:05+08:00",1.0,223.64,0.0,3.04,27.54,0.72,1.36,2.08,1.49,124.6075,11.0064,"2023-11-06 18:10:05.763901+08:00","Ormoc"
"2023-11-06 18:10:07+08:00",1.0,181.91,0.0,0.26,49.35,0.28,1.01,1.66,0.07,123.8044,8.4858,"2023-11-06 18:10:07.843187+08:00","Oroquieta"
"2023-11-06 18:10:09+08:00",1.0,223.64,0.0,3.04,35.41,0.7,1.49,2.14,0.97,123.8333,8.15,"2023-11-06 18:10:09.337523+08:00","Ozamiz City"
"2023-11-06 18:10:10+08:00",1.0,357.15,0.01,6.68,20.56,1.61,5.66,6.92,6.33,123.43700000000001,7.8257,"2023-11-06 18:10:11.156129+08:00","Pagadian"
"2023-11-06 18:10:12+08:00",1.0,290.39,0.0,4.93,47.92,1.09,1.97,2.49,2.38,121.0833,15.55,"2023-11-06 18:10:13.162974+08:00","Palayan City"
"2023-11-06 18:10:15+08:00",1.0,507.36,0.01,20.56,23.6,4.53,6.28,8.35,4.02,125.6842,7.3081,"2023-11-06 18:10:15.717185+08:00","Panabo"
"2023-11-06 18:10:17+08:00",3.0,2029.42,12.07,78.14,2.39,41.01,43.41,58.0,16.47,121.0175,14.4816,"2023-11-06 18:10:17.565722+08:00","Paranaque City"
"2023-11-06 18:10:18+08:00",3.0,2029.42,12.07,78.14,2.39,41.01,43.41,58.0,16.47,121.065,14.587,"2023-11-06 18:10:19.210790+08:00","Pasig"
"2023-11-06 18:10:21+08:00",1.0,223.64,0.0,2.38,20.21,0.51,1.52,1.71,0.24,118.7333,9.7333,"2023-11-06 18:10:21.944643+08:00","Puerto Princesa City"
"2023-11-06 18:10:24+08:00",1.0,460.63,0.01,15.25,36.12,10.73,5.34,13.86,4.62,121.0333,14.6333,"2023-11-06 18:10:24.290079+08:00","Quezon City"
"2023-11-06 18:10:26+08:00",1.0,317.1,0.0,3.64,36.12,0.51,8.04,9.2,2.57,121.6201,17.1189,"2023-11-06 18:10:26.495286+08:00","Roxas"
"2023-11-06 18:10:27+08:00",1.0,183.58,0.0,0.34,40.05,0.4,1.06,1.49,0.04,123.4242,10.9447,"2023-11-06 18:10:28.099640+08:00","Sagay"
"2023-11-06 18:10:29+08:00",2.0,387.19,0.01,8.23,70.81,3.7,8.31,15.56,2.88,120.5431,14.7678,"2023-11-06 18:10:30.163967+08:00","Samal"
"2023-11-06 18:10:31+08:00",1.0,347.14,0.0,8.65,43.99,1.7,3.31,4.7,3.17,120.8931,15.5448,"2023-11-06 18:10:31.711316+08:00","San Carlos"
"2023-11-06 18:10:32+08:00",1.0,273.71,0.0,0.61,55.79,0.61,8.11,9.45,0.98,120.3166,16.6159,"2023-11-06 18:10:33.185836+08:00","San Fernando"
"2023-11-06 18:10:34+08:00",2.0,211.95,0.0,0.7,62.94,0.19,3.01,9.27,0.84,121.8712,17.8927,"2023-11-06 18:10:34.835669+08:00","San Jose"
"2023-11-06 18:10:37+08:00",1.0,236.99,0.0,2.79,50.78,1.33,1.62,4.25,1.5,121.0453,14.8139,"2023-11-06 18:10:37.232440+08:00","San Jose del Monte"
"2023-11-06 18:10:38+08:00",2.0,280.38,0.0,1.09,63.66,0.52,7.58,8.02,2.22,120.4583,17.7422,"2023-11-06 18:10:39.101165+08:00","San Juan"
"2023-11-06 18:10:40+08:00",1.0,383.85,0.0,9.6,49.35,3.79,2.8,5.25,3.2,120.6197,14.9696,"2023-11-06 18:10:41.062348+08:00","San Pablo"
"2023-11-06 18:10:43+08:00",2.0,453.95,0.0,4.88,55.79,0.85,18.38,20.12,6.71,121.8833,17.2,"2023-11-06 18:10:43.610802+08:00","San Pedro"
"2023-11-06 18:10:45+08:00",1.0,347.14,0.0,8.65,43.99,1.7,3.31,4.7,3.17,120.9378,15.4238,"2023-11-06 18:10:45.334256+08:00","Santa Rosa"
"2023-11-06 18:10:46+08:00",2.0,357.15,0.0,2.66,59.37,1.13,12.1,12.74,4.37,120.4449,17.2939,"2023-11-06 18:10:47.213345+08:00","Santiago"
"2023-11-06 18:10:48+08:00",1.0,340.46,0.0,6.17,26.82,0.89,6.94,8.34,2.63,121.7645,17.3997,"2023-11-06 18:10:49.141683+08:00","Santo Tomas"
"2023-11-06 18:10:50+08:00",1.0,190.26,0.0,0.87,37.19,1.0,1.53,2.37,0.25,122.9667,10.8,"2023-11-06 18:10:50.433768+08:00","Silay City"
"2023-11-06 18:10:52+08:00",2.0,320.44,0.0,6.94,60.08,2.47,10.62,11.32,4.02,122.4042,9.7519,"2023-11-06 18:10:52.689465+08:00","Sipalay"
"2023-11-06 18:10:54+08:00",1.0,183.58,0.0,1.14,43.63,0.63,0.8,1.38,0.05,125.5,9.75,"2023-11-06 18:10:55.013555+08:00","Surigao City"
"2023-11-06 18:10:56+08:00",1.0,243.66,0.0,4.03,28.97,7.63,3.07,4.53,2.15,123.7336,13.3586,"2023-11-06 18:10:57.219112+08:00","Tabaco"
"2023-11-06 18:10:59+08:00",1.0,253.68,0.0,1.15,40.77,0.26,3.87,4.47,1.63,121.4443,17.4189,"2023-11-06 18:10:59.255122+08:00","Tabuk"
"2023-11-06 18:11:01+08:00",1.0,223.64,0.0,3.43,23.25,0.86,1.46,2.28,1.41,125.0,11.25,"2023-11-06 18:11:01.805178+08:00","Tacloban City"
"2023-11-06 18:11:03+08:00",1.0,360.49,0.0,4.93,28.61,0.81,5.73,6.84,5.45,124.6764,6.6925,"2023-11-06 18:11:03.311375+08:00","Tacurong"
"2023-11-06 18:11:04+08:00",1.0,330.45,0.01,15.59,38.27,10.61,4.32,6.67,1.76,120.9337,14.1059,"2023-11-06 18:11:04.674795+08:00","Tagaytay City"
"2023-11-06 18:11:06+08:00",3.0,2029.42,12.07,78.14,2.39,41.01,43.41,58.0,16.47,121.0792,14.5243,"2023-11-06 18:11:06.620739+08:00","Taguig"
"2023-11-06 18:11:08+08:00",1.0,181.91,0.0,0.9,32.19,0.33,0.75,1.81,0.16,122.9226,14.1343,"2023-11-06 18:11:08.705790+08:00","Talisay"
"2023-11-06 18:11:10+08:00",1.0,340.46,0.0,15.94,40.41,12.28,4.14,7.55,2.03,121.1498,14.0863,"2023-11-06 18:11:10.614798+08:00","Tanauan"
"2023-11-06 18:11:12+08:00",1.0,200.27,0.0,1.44,27.54,0.37,0.99,1.67,0.96,126.1986,9.0783,"2023-11-06 18:11:13.055036+08:00","Tandag"
"2023-11-06 18:11:14+08:00",1.0,190.26,0.0,0.87,37.19,1.0,1.53,2.37,0.25,122.9306,10.6339,"2023-11-06 18:11:14.576746+08:00","Tangub"
"2023-11-06 18:11:17+08:00",1.0,206.95,0.0,1.11,53.64,0.73,4.55,5.31,1.33,123.1583,9.5153,"2023-11-06 18:11:17.410662+08:00","Tanjay"
"2023-11-06 18:11:19+08:00",2.0,440.6,0.0,9.94,49.35,1.89,15.74,17.93,4.05,120.5986,15.4889,"2023-11-06 18:11:19.295558+08:00","Tarlac City"
"2023-11-06 18:11:21+08:00",1.0,230.31,0.0,3.21,45.78,1.73,1.72,3.21,0.75,121.5911,14.0289,"2023-11-06 18:11:22.306153+08:00","Tayabas"
"2023-11-06 18:11:23+08:00",1.0,201.94,0.0,1.27,43.27,0.88,2.67,4.79,2.15,123.6333,10.3833,"2023-11-06 18:11:24.034427+08:00","Toledo City"
"2023-11-06 18:11:25+08:00",1.0,230.31,0.0,1.11,55.08,0.29,3.32,8.11,2.19,121.7269,17.6131,"2023-11-06 18:11:25.945534+08:00","Tuguegarao"
"2023-11-06 18:11:27+08:00",3.0,634.19,0.0,16.28,70.81,5.48,38.51,41.36,6.52,120.5711,15.9761,"2023-11-06 18:11:27.758996+08:00","Urdaneta"
"2023-11-06 18:11:30+08:00",1.0,216.96,0.0,2.44,32.54,0.64,1.1,1.57,1.17,124.5725,11.1089,"2023-11-06 18:11:30.696654+08:00","Valencia"
"2023-11-06 18:11:31+08:00",1.0,440.6,0.0,14.4,47.21,7.99,4.83,11.87,4.37,120.9667,14.7,"2023-11-06 18:11:32.026926+08:00","Valenzuela"
"2023-11-06 18:11:33+08:00",1.0,183.58,0.0,0.49,37.55,0.95,1.25,1.76,0.14,123.0778,10.9,"2023-11-06 18:11:34.240248+08:00","Victorias"
"2023-11-06 18:11:36+08:00",2.0,273.71,0.0,1.13,83.69,0.77,16.31,16.91,0.22,120.3869,17.5747,"2023-11-06 18:11:36.728718+08:00","Vigan"
"2023-11-06 18:11:38+08:00",1.0,600.82,0.07,27.08,31.47,6.68,7.41,7.96,7.22,122.0696,6.9135,"2023-11-06 18:11:38.635377+08:00","Zamboanga City"
"2023-11-07 00:07:00+08:00",2.0,514.03,0.0,8.14,43.27,2.44,21.93,23.7,10.64,119.9811,16.1561,"2023-11-07 00:07:00.602839+08:00","Alaminos"
"2023-11-07 00:07:01+08:00",2.0,487.33,0.0,8.57,30.76,2.18,14.72,17.28,7.85,120.5833,15.15,"2023-11-07 00:07:02.127950+08:00","Angeles City"
"2023-11-07 00:07:03+08:00",1.0,357.15,0.0,4.84,22.53,0.76,5.46,6.75,2.41,121.19,15.6181,"2023-11-07 00:07:03.641481+08:00","Antipolo"
"2023-11-07 00:07:04+08:00",1.0,190.26,0.0,1.32,30.76,2.27,2.17,2.55,0.51,123.5085,12.2285,"2023-11-07 00:07:05.024048+08:00","Bacolod"
"2023-11-07 00:07:07+08:00",2.0,674.25,0.0,25.36,29.68,15.74,16.48,29.34,6.65,120.929,14.459000000000001,"2023-11-07 00:07:07.702600+08:00","Bacoor"
"2023-11-07 00:07:08+08:00",1.0,216.96,0.0,1.82,32.9,1.39,2.57,3.33,0.72,122.8333,10.5333,"2023-11-07 00:07:09.377699+08:00","Bago City"
"2023-11-07 00:07:11+08:00",3.0,707.63,0.0,14.05,30.04,6.02,28.44,32.71,9.88,120.5931,16.4164,"2023-11-07 00:07:11.639199+08:00","Baguio"
"2023-11-07 00:07:13+08:00",1.0,236.99,0.0,2.53,35.05,0.87,6.34,7.5,1.76,123.1228,9.5911,"2023-11-07 00:07:13.603935+08:00","Bais"
"2023-11-07 00:07:15+08:00",1.0,400.54,0.0,7.28,38.98,2.92,6.61,10.49,2.15,120.5361,14.6761,"2023-11-07 00:07:16.110480+08:00","Balanga"
"2023-11-07 00:07:18+08:00",1.0,216.96,0.0,1.15,56.51,0.31,2.71,8.19,0.78,120.5649,18.0554,"2023-11-07 00:07:18.493457+08:00","Batac City"
"2023-11-07 00:07:20+08:00",1.0,360.49,0.02,17.82,20.39,8.58,7.73,10.68,3.83,121.05,13.75,"2023-11-07 00:07:20.818416+08:00","Batangas City"
"2023-11-07 00:07:22+08:00",1.0,250.34,0.0,2.72,33.26,0.66,7.33,8.38,1.96,122.8011,9.3636,"2023-11-07 00:07:22.905627+08:00","Bayawan"
"2023-11-07 00:07:25+08:00",1.0,188.59,0.0,0.75,38.27,10.13,2.87,3.23,0.03,123.7135,13.4083,"2023-11-07 00:07:25.484656+08:00","Baybay"
"2023-11-07 00:07:28+08:00",1.0,250.34,0.14,3.9,1.95,0.83,4.72,7.14,1.22,125.7675,8.7561,"2023-11-07 00:07:28.274531+08:00","Bayugan"
"2023-11-07 00:07:38+08:00",1.0,387.19,0.06,12.34,12.34,1.68,5.05,6.67,2.95,125.0336,11.0725,"2023-11-07 00:07:38.600912+08:00","Bislig"
"2023-11-07 00:07:41+08:00",1.0,370.5,0.0,15.42,42.56,18.84,5.9,11.54,4.02,121.0807,14.3427,"2023-11-07 00:07:42.063972+08:00","Biñan"
"2023-11-07 00:07:43+08:00",1.0,210.29,0.0,2.06,26.82,0.52,1.18,1.8,0.76,124.0055,11.0517,"2023-11-07 00:07:43.644790+08:00","Bogo"
"2023-11-07 00:07:45+08:00",1.0,185.25,0.01,1.99,18.24,0.42,1.08,1.61,0.46,125.4319,11.6081,"2023-11-07 00:07:45.257165+08:00","Borongan"
"2023-11-07 00:07:47+08:00",1.0,283.72,0.0,3.56,23.25,0.82,3.58,4.72,2.19,125.5436,8.9492,"2023-11-07 00:07:47.356504+08:00","Butuan"
"2023-11-07 00:07:56+08:00",1.0,211.95,0.0,1.48,33.62,0.38,0.97,1.39,0.58,125.5344,9.1236,"2023-11-07 00:07:57.292428+08:00","Cabadbaran"
"2023-11-07 00:07:59+08:00",2.0,747.68,0.11,18.85,9.21,2.33,18.2,23.5,4.94,120.9667,15.4833,"2023-11-07 00:08:00.026651+08:00","Cabanatuan City"
"2023-11-07 00:08:01+08:00",1.0,370.5,0.0,15.42,42.56,18.84,5.9,11.54,4.02,121.1262,14.2726,"2023-11-07 00:08:01.420703+08:00","Cabuyao"
"2023-11-07 00:08:02+08:00",1.0,198.6,0.0,0.73,34.69,0.25,0.98,1.37,0.36,123.2856,10.9506,"2023-11-07 00:08:03.206094+08:00","Cadiz"
"2023-11-07 00:08:04+08:00",1.0,240.33,0.0,2.83,39.34,1.1,2.58,3.84,1.76,124.6472,8.4822,"2023-11-07 00:08:04.745596+08:00","Cagayan de Oro"
"2023-11-07 00:08:06+08:00",1.0,273.71,0.0,7.11,43.27,5.13,3.43,6.63,1.54,120.8133,13.9324,"2023-11-07 00:08:07.173335+08:00","Calaca"
"2023-11-07 00:08:08+08:00",1.0,370.5,0.0,15.42,42.56,18.84,5.9,11.54,4.02,121.1653,14.2117,"2023-11-07 00:08:08.879540+08:00","Calamba"
